diagnosisId:ID,icdCode,icdVersion,icdTitle,category,:LABEL
d_I462_10,I462,10,Cardiac arrest due to underlying cardiac condition,Unknown,Diagnosis
d_J9690_10,J9690,10,"Respiratory failure, unspecified, unspecified whether with hypoxia or hypercapnia",Unknown,Diagnosis
d_M7981_10,M7981,10,Nontraumatic hematoma of soft tissue,Unknown,Diagnosis
d_I080_10,I080,10,Rheumatic disorders of both mitral and aortic valves,Unknown,Diagnosis
d_Y9289_10,Y9289,10,Other specified places as the place of occurrence of the external cause,Unknown,Diagnosis
d_I132_10,I132,10,"Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease",Unknown,Diagnosis
d_R339_10,R339,10,"Retention of urine, unspecified",Unknown,Diagnosis
d_T17990A_10,T17990A,10,"Other foreign object in respiratory tract, part unspecified in causing asphyxiation, initial encounter",Unknown,Diagnosis
d_K565_10,K565,10,Intestinal adhesions [bands] with obstruction (postinfection),Unknown,Diagnosis
d_T814XXA_10,T814XXA,10,"Infection following a procedure, initial encounter",Unknown,Diagnosis
d_M47817_10,M47817,10,"Spondylosis without myelopathy or radiculopathy, lumbosacral region",Unknown,Diagnosis
d_M96831_10,M96831,10,Postprocedural hemorrhage of a musculoskeletal structure following other procedure,Unknown,Diagnosis
d_L03311_10,L03311,10,Cellulitis of abdominal wall,Unknown,Diagnosis
d_J952_10,J952,10,Acute pulmonary insufficiency following nonthoracic surgery,Unknown,Diagnosis
d_K7031_10,K7031,10,Alcoholic cirrhosis of liver with ascites,Unknown,Diagnosis
d_Z6823_10,Z6823,10,"Body mass index (BMI) 23.0-23.9, adult",Unknown,Diagnosis
d_Z720_10,Z720,10,Tobacco use,Unknown,Diagnosis
d_K7290_10,K7290,10,"Hepatic failure, unspecified without coma",Unknown,Diagnosis
d_A084_10,A084,10,"Viral intestinal infection, unspecified",Unknown,Diagnosis
d_I81_10,I81,10,Portal vein thrombosis,Unknown,Diagnosis
d_30503_9,30503,9,"Alcohol abuse, in remission",Unknown,Diagnosis
d_07054_9,07054,9,Chronic hepatitis C without mention of hepatic coma,Unknown,Diagnosis
d_5531_9,5531,9,Umbilical hernia without mention of obstruction or gangrene,Unknown,Diagnosis
d_56789_9,56789,9,Other specified peritonitis,Unknown,Diagnosis
d_K660_10,K660,10,Peritoneal adhesions (postprocedural) (postinfection),Unknown,Diagnosis
d_D688_10,D688,10,Other specified coagulation defects,Unknown,Diagnosis
d_K449_10,K449,10,Diaphragmatic hernia without obstruction or gangrene,Unknown,Diagnosis
d_Z5309_10,Z5309,10,Procedure and treatment not carried out because of other contraindication,Unknown,Diagnosis
d_I8510_10,I8510,10,Secondary esophageal varices without bleeding,Unknown,Diagnosis
d_D6959_10,D6959,10,Other secondary thrombocytopenia,Unknown,Diagnosis
d_B182_10,B182,10,Chronic viral hepatitis C,Unknown,Diagnosis
d_J811_10,J811,10,Chronic pulmonary edema,Unknown,Diagnosis
d_K265_10,K265,10,Chronic or unspecified duodenal ulcer with perforation,Unknown,Diagnosis
d_K209_10,K209,10,"Esophagitis, unspecified",Unknown,Diagnosis
d_I471_10,I471,10,Supraventricular tachycardia,Unknown,Diagnosis
d_K255_10,K255,10,Chronic or unspecified gastric ulcer with perforation,Unknown,Diagnosis
d_Z6824_10,Z6824,10,"Body mass index (BMI) 24.0-24.9, adult",Unknown,Diagnosis
d_F1011_10,F1011,10,"Alcohol abuse, in remission",Unknown,Diagnosis
d_K3189_10,K3189,10,Other diseases of stomach and duodenum,Unknown,Diagnosis
d_Z6820_10,Z6820,10,"Body mass index (BMI) 20.0-20.9, adult",Unknown,Diagnosis
d_R1084_10,R1084,10,Generalized abdominal pain,Unknown,Diagnosis
d_M47818_10,M47818,10,"Spondylosis without myelopathy or radiculopathy, sacral and sacrococcygeal region",Unknown,Diagnosis
d_K56600_10,K56600,10,"Partial intestinal obstruction, unspecified as to cause",Unknown,Diagnosis
d_B1920_10,B1920,10,Unspecified viral hepatitis C without hepatic coma,Unknown,Diagnosis
d_04185_9,04185,9,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other gram-negative organisms",Unknown,Diagnosis
d_V453_9,V453,9,Intestinal bypass or anastomosis status,Unknown,Diagnosis
d_V1551_9,V1551,9,Personal history of traumatic fracture,Unknown,Diagnosis
d_5680_9,5680,9,Peritoneal adhesions (postoperative) (postinfection),Unknown,Diagnosis
d_56989_9,56989,9,Other specified disorders of intestine,Unknown,Diagnosis
d_5720_9,5720,9,Abscess of liver,Unknown,Diagnosis
d_99749_9,99749,9,Other digestive system complications,Unknown,Diagnosis
d_E8788_9,E8788,9,"Other specified surgical operations and procedures causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",Unknown,Diagnosis
d_04119_9,04119,9,"Staphylococcus infection in conditions classified elsewhere and of unspecified site, other staphylococcus",Unknown,Diagnosis
d_86389_9,86389,9,"Injury to other gastrointestinal sites, without mention of open wound into cavity",Unknown,Diagnosis
d_E8654_9,E8654,9,Accidental poisoning from other specified plants,Unknown,Diagnosis
d_V140_9,V140,9,Personal history of allergy to penicillin,Unknown,Diagnosis
d_4264_9,4264,9,Right bundle branch block,Unknown,Diagnosis
d_86405_9,86405,9,"Injury to liver without mention of open wound into cavity laceration, unspecified",Unknown,Diagnosis
d_86401_9,86401,9,"Injury to liver without mention of open wound into cavity, hematoma and contusion",Unknown,Diagnosis
d_86801_9,86801,9,"Injury to other intra-abdominal organs without mention of open wound into cavity, adrenal gland",Unknown,Diagnosis
d_72888_9,72888,9,Rhabdomyolysis,Unknown,Diagnosis
d_80506_9,80506,9,Closed fracture of sixth cervical vertebra,Unknown,Diagnosis
d_8052_9,8052,9,Closed fracture of dorsal [thoracic] vertebra without mention of spinal cord injury,Unknown,Diagnosis
d_45829_9,45829,9,Other iatrogenic hypotension,Unknown,Diagnosis
d_86100_9,86100,9,Unspecified injury of heart without mention of open wound into thorax,Unknown,Diagnosis
d_83908_9,83908,9,"Closed dislocation, multiple cervical vertebrae",Unknown,Diagnosis
d_8602_9,8602,9,Traumatic hemothorax without mention of open wound into thorax,Unknown,Diagnosis
d_6926_9,6926,9,Contact dermatitis and other eczema due to plants [except food],Unknown,Diagnosis
d_60886_9,60886,9,Edema of male genital organs,Unknown,Diagnosis
d_48241_9,48241,9,Methicillin susceptible pneumonia due to Staphylococcus aureus,Unknown,Diagnosis
d_5718_9,5718,9,Other chronic nonalcoholic liver disease,Unknown,Diagnosis
d_9585_9,9585,9,Traumatic anuria,Unknown,Diagnosis
d_86121_9,86121,9,Contusion of lung without mention of open wound into thorax,Unknown,Diagnosis
d_86803_9,86803,9,"Injury to other intra-abdominal organs without mention of open wound into cavity, peritoneum",Unknown,Diagnosis
d_9584_9,9584,9,Traumatic shock,Unknown,Diagnosis
d_51851_9,51851,9,Acute respiratory failure following trauma and surgery,Unknown,Diagnosis
d_5770_9,5770,9,Acute pancreatitis,Unknown,Diagnosis
d_7837_9,7837,9,Adult failure to thrive,Unknown,Diagnosis
d_5762_9,5762,9,Obstruction of bile duct,Unknown,Diagnosis
d_D329_10,D329,10,"Benign neoplasm of meninges, unspecified",Unknown,Diagnosis
d_R6520_10,R6520,10,Severe sepsis without septic shock,Unknown,Diagnosis
d_L97514_10,L97514,10,Non-pressure chronic ulcer of other part of right foot with necrosis of bone,Unknown,Diagnosis
d_B181_10,B181,10,Chronic viral hepatitis B without delta-agent,Unknown,Diagnosis
d_E1140_10,E1140,10,"Type 2 diabetes mellitus with diabetic neuropathy, unspecified",Unknown,Diagnosis
d_R488_10,R488,10,Other symbolic dysfunctions,Unknown,Diagnosis
d_B954_10,B954,10,Other streptococcus as the cause of diseases classified elsewhere,Unknown,Diagnosis
d_B966_10,B966,10,Bacteroides fragilis [B. fragilis] as the cause of diseases classified elsewhere,Unknown,Diagnosis
d_Y831_10,Y831,10,"Surgical operation with implant of artificial internal device as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",Unknown,Diagnosis
d_M86171_10,M86171,10,"Other acute osteomyelitis, right ankle and foot",Unknown,Diagnosis
d_D509_10,D509,10,"Iron deficiency anemia, unspecified",Unknown,Diagnosis
d_Z89421_10,Z89421,10,Acquired absence of other right toe(s),Unknown,Diagnosis
d_E1169_10,E1169,10,Type 2 diabetes mellitus with other specified complication,Unknown,Diagnosis
d_M726_10,M726,10,Necrotizing fasciitis,Unknown,Diagnosis
d_E11621_10,E11621,10,Type 2 diabetes mellitus with foot ulcer,Unknown,Diagnosis
d_T8249XA_10,T8249XA,10,"Other complication of vascular dialysis catheter, initial encounter",Unknown,Diagnosis
d_E1152_10,E1152,10,Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene,Unknown,Diagnosis
d_I120_10,I120,10,Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease,Unknown,Diagnosis
d_R2232_10,R2232,10,"Localized swelling, mass and lump, left upper limb",Unknown,Diagnosis
d_E1142_10,E1142,10,Type 2 diabetes mellitus with diabetic polyneuropathy,Unknown,Diagnosis
d_E1151_10,E1151,10,Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,Unknown,Diagnosis
d_R200_10,R200,10,Anesthesia of skin,Unknown,Diagnosis
d_3572_9,3572,9,Polyneuropathy in diabetes,Unknown,Diagnosis
d_78701_9,78701,9,Nausea with vomiting,Unknown,Diagnosis
d_25082_9,25082,9,"Diabetes with other specified manifestations, type II or unspecified type, uncontrolled",Unknown,Diagnosis
d_99591_9,99591,9,Sepsis,Unknown,Diagnosis
d_70715_9,70715,9,Ulcer of other part of foot,Unknown,Diagnosis
d_25062_9,25062,9,"Diabetes with neurological manifestations, type II or unspecified type, uncontrolled",Unknown,Diagnosis
d_V4972_9,V4972,9,Other toe(s) amputation status,Unknown,Diagnosis
d_E1121_10,E1121,10,Type 2 diabetes mellitus with diabetic nephropathy,Unknown,Diagnosis
d_L97519_10,L97519,10,Non-pressure chronic ulcer of other part of right foot with unspecified severity,Unknown,Diagnosis
d_25080_9,25080,9,"Diabetes with other specified manifestations, type II or unspecified type, not stated as uncontrolled",Unknown,Diagnosis
d_73027_9,73027,9,"Unspecified osteomyelitis, ankle and foot",Unknown,Diagnosis
d_7318_9,7318,9,Other bone involvement in diseases classified elsewhere,Unknown,Diagnosis
d_25060_9,25060,9,"Diabetes with neurological manifestations, type II or unspecified type, not stated as uncontrolled",Unknown,Diagnosis
d_0380_9,0380,9,Streptococcal septicemia,Unknown,Diagnosis
d_V180_9,V180,9,Family history of diabetes mellitus,Unknown,Diagnosis
d_04111_9,04111,9,Methicillin susceptible Staphylococcus aureus in conditions classified elsewhere and of unspecified site,Unknown,Diagnosis
d_S72145A_10,S72145A,10,"Nondisplaced intertrochanteric fracture of left femur, initial encounter for closed fracture",Unknown,Diagnosis
d_W010XXA_10,W010XXA,10,"Fall on same level from slipping, tripping and stumbling without subsequent striking against object, initial encounter",Unknown,Diagnosis
d_Y92121_10,Y92121,10,Bathroom in nursing home as the place of occurrence of the external cause,Unknown,Diagnosis
d_28529_9,28529,9,Anemia of other chronic disease,Unknown,Diagnosis
d_6827_9,6827,9,"Cellulitis and abscess of foot, except toes",Unknown,Diagnosis
d_1123_9,1123,9,Candidiasis of skin and nails,Unknown,Diagnosis
d_6929_9,6929,9,"Contact dermatitis and other eczema, unspecified cause",Unknown,Diagnosis
d_6826_9,6826,9,"Cellulitis and abscess of leg, except foot",Unknown,Diagnosis
d_T827XXA_10,T827XXA,10,"Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts, initial encounter",Unknown,Diagnosis
d_E875_10,E875,10,Hyperkalemia,Unknown,Diagnosis
d_I330_10,I330,10,Acute and subacute infective endocarditis,Unknown,Diagnosis
d_E8770_10,E8770,10,"Fluid overload, unspecified",Unknown,Diagnosis
d_L851_10,L851,10,Acquired keratosis [keratoderma] palmaris et plantaris,Unknown,Diagnosis
d_A4102_10,A4102,10,Sepsis due to Methicillin resistant Staphylococcus aureus,Unknown,Diagnosis
d_K5900_10,K5900,10,"Constipation, unspecified",Unknown,Diagnosis
d_B356_10,B356,10,Tinea cruris,Unknown,Diagnosis
d_R5084_10,R5084,10,Febrile nonhemolytic transfusion reaction,Unknown,Diagnosis
d_A408_10,A408,10,Other streptococcal sepsis,Unknown,Diagnosis
d_R197_10,R197,10,"Diarrhea, unspecified",Unknown,Diagnosis
d_E8339_10,E8339,10,Other disorders of phosphorus metabolism,Unknown,Diagnosis
d_T82868A_10,T82868A,10,"Thrombosis due to vascular prosthetic devices, implants and grafts, initial encounter",Unknown,Diagnosis
d_Y713_10,Y713,10,"Surgical instruments, materials and cardiovascular devices (including sutures) associated with adverse incidents",Unknown,Diagnosis
d_Z95820_10,Z95820,10,Peripheral vascular angioplasty status with implants and grafts,Unknown,Diagnosis
d_L03114_10,L03114,10,Cellulitis of left upper limb,Unknown,Diagnosis
d_Z89431_10,Z89431,10,Acquired absence of right foot,Unknown,Diagnosis
d_F1021_10,F1021,10,"Alcohol dependence, in remission",Unknown,Diagnosis
d_L281_10,L281,10,Prurigo nodularis,Unknown,Diagnosis
d_L97511_10,L97511,10,Non-pressure chronic ulcer of other part of right foot limited to breakdown of skin,Unknown,Diagnosis
d_Z85828_10,Z85828,10,Personal history of other malignant neoplasm of skin,Unknown,Diagnosis
d_32723_9,32723,9,Obstructive sleep apnea (adult)(pediatric),Unknown,Diagnosis
d_57450_9,57450,9,"Calculus of bile duct without mention of cholecystitis, without mention of obstruction",Unknown,Diagnosis
d_7892_9,7892,9,Splenomegaly,Unknown,Diagnosis
d_29570_9,29570,9,"Schizoaffective disorder, unspecified",Unknown,Diagnosis
d_29660_9,29660,9,"Bipolar I disorder, most recent episode (or current) mixed, unspecified",Unknown,Diagnosis
d_7840_9,7840,9,Headache,Unknown,Diagnosis
d_27652_9,27652,9,Hypovolemia,Unknown,Diagnosis
d_75310_9,75310,9,"Cystic kidney disease, unspecified",Unknown,Diagnosis
d_4592_9,4592,9,Compression of vein,Unknown,Diagnosis
d_E912_9,E912,9,Inhalation and ingestion of other object causing obstruction of respiratory tract or suffocation,Unknown,Diagnosis
d_29520_9,29520,9,"Catatonic type schizophrenia, unspecified",Unknown,Diagnosis
d_5772_9,5772,9,Cyst and pseudocyst of pancreas,Unknown,Diagnosis
d_9331_9,9331,9,Foreign body in larynx,Unknown,Diagnosis
d_78009_9,78009,9,Other alteration of consciousness,Unknown,Diagnosis
d_29574_9,29574,9,"Schizoaffective disorder, chronic with acute exacerbation",Unknown,Diagnosis
d_79021_9,79021,9,Impaired fasting glucose,Unknown,Diagnosis
d_E8708_9,E8708,9,"Accidental cut, puncture, perforation or hemorrhage during other specified medical care",Unknown,Diagnosis
d_2410_9,2410,9,Nontoxic uninodular goiter,Unknown,Diagnosis
d_1551_9,1551,9,Malignant neoplasm of intrahepatic bile ducts,Unknown,Diagnosis
d_44329_9,44329,9,Dissection of other artery,Unknown,Diagnosis
d_70400_9,70400,9,"Alopecia, unspecified",Unknown,Diagnosis
d_V8541_9,V8541,9,"Body Mass Index 40.0-44.9, adult",Unknown,Diagnosis
d_Z8673_10,Z8673,10,"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",Unknown,Diagnosis
d_C6292_10,C6292,10,"Malignant neoplasm of left testis, unspecified whether descended or undescended",Unknown,Diagnosis
d_D6481_10,D6481,10,Anemia due to antineoplastic chemotherapy,Unknown,Diagnosis
d_M7989_10,M7989,10,Other specified soft tissue disorders,Unknown,Diagnosis
d_F329_10,F329,10,"Major depressive disorder, single episode, unspecified",Unknown,Diagnosis
d_H409_10,H409,10,Unspecified glaucoma,Unknown,Diagnosis
d_Z950_10,Z950,10,Presence of cardiac pacemaker,Unknown,Diagnosis
d_Z6834_10,Z6834,10,"Body mass index (BMI) 34.0-34.9, adult",Unknown,Diagnosis
d_C9110_10,C9110,10,Chronic lymphocytic leukemia of B-cell type not having achieved remission,Unknown,Diagnosis
d_B348_10,B348,10,Other viral infections of unspecified site,Unknown,Diagnosis
d_E1136_10,E1136,10,Type 2 diabetes mellitus with diabetic cataract,Unknown,Diagnosis
d_Z9884_10,Z9884,10,Bariatric surgery status,Unknown,Diagnosis
d_I110_10,I110,10,Hypertensive heart disease with heart failure,Unknown,Diagnosis
d_G4733_10,G4733,10,Obstructive sleep apnea (adult) (pediatric),Unknown,Diagnosis
d_Z6837_10,Z6837,10,"Body mass index (BMI) 37.0-37.9, adult",Unknown,Diagnosis
d_F259_10,F259,10,"Schizoaffective disorder, unspecified",Unknown,Diagnosis
d_I319_10,I319,10,"Disease of pericardium, unspecified",Unknown,Diagnosis
d_I5032_10,I5032,10,Chronic diastolic (congestive) heart failure,Unknown,Diagnosis
d_Z6836_10,Z6836,10,"Body mass index (BMI) 36.0-36.9, adult",Unknown,Diagnosis
d_E861_10,E861,10,Hypovolemia,Unknown,Diagnosis
d_J208_10,J208,10,Acute bronchitis due to other specified organisms,Unknown,Diagnosis
d_E222_10,E222,10,Syndrome of inappropriate secretion of antidiuretic hormone,Unknown,Diagnosis
d_I69398_10,I69398,10,Other sequelae of cerebral infarction,Unknown,Diagnosis
d_B3749_10,B3749,10,Other urogenital candidiasis,Unknown,Diagnosis
d_D630_10,D630,10,Anemia in neoplastic disease,Unknown,Diagnosis
d_C6212_10,C6212,10,Malignant neoplasm of descended left testis,Unknown,Diagnosis
d_F449_10,F449,10,"Dissociative and conversion disorder, unspecified",Unknown,Diagnosis
d_T501X5A_10,T501X5A,10,"Adverse effect of loop [high-ceiling] diuretics, initial encounter",Unknown,Diagnosis
d_T451X5A_10,T451X5A,10,"Adverse effect of antineoplastic and immunosuppressive drugs, initial encounter",Unknown,Diagnosis
d_E6601_10,E6601,10,Morbid (severe) obesity due to excess calories,Unknown,Diagnosis
d_Z9049_10,Z9049,10,Acquired absence of other specified parts of digestive tract,Unknown,Diagnosis
d_R001_10,R001,10,"Bradycardia, unspecified",Unknown,Diagnosis
d_M19019_10,M19019,10,"Primary osteoarthritis, unspecified shoulder",Unknown,Diagnosis
d_F323_10,F323,10,"Major depressive disorder, single episode, severe with psychotic features",Unknown,Diagnosis
d_C9111_10,C9111,10,Chronic lymphocytic leukemia of B-cell type in remission,Unknown,Diagnosis
d_T383X1A_10,T383X1A,10,"Poisoning by insulin and oral hypoglycemic [antidiabetic] drugs, accidental (unintentional), initial encounter",Unknown,Diagnosis
d_M109_10,M109,10,"Gout, unspecified",Unknown,Diagnosis
d_Y929_10,Y929,10,Unspecified place or not applicable,Unknown,Diagnosis
d_M533_10,M533,10,"Sacrococcygeal disorders, not elsewhere classified",Unknown,Diagnosis
d_R51_10,R51,10,Headache,Unknown,Diagnosis
d_R0789_10,R0789,10,Other chest pain,Unknown,Diagnosis
d_R569_10,R569,10,Unspecified convulsions,Unknown,Diagnosis
d_Z8547_10,Z8547,10,Personal history of malignant neoplasm of testis,Unknown,Diagnosis
d_R61_10,R61,10,Generalized hyperhidrosis,Unknown,Diagnosis
d_R638_10,R638,10,Other symptoms and signs concerning food and fluid intake,Unknown,Diagnosis
d_R1013_10,R1013,10,Epigastric pain,Unknown,Diagnosis
d_Z8719_10,Z8719,10,Personal history of other diseases of the digestive system,Unknown,Diagnosis
d_R748_10,R748,10,Abnormal levels of other serum enzymes,Unknown,Diagnosis
d_I309_10,I309,10,"Acute pericarditis, unspecified",Unknown,Diagnosis
d_Z7984_10,Z7984,10,Long term (current) use of oral hypoglycemic drugs,Unknown,Diagnosis
d_F09_10,F09,10,Unspecified mental disorder due to known physiological condition,Unknown,Diagnosis
d_F325_10,F325,10,"Major depressive disorder, single episode, in full remission",Unknown,Diagnosis
d_I69344_10,I69344,10,Monoplegia of lower limb following cerebral infarction affecting left non-dominant side,Unknown,Diagnosis
d_I495_10,I495,10,Sick sinus syndrome,Unknown,Diagnosis
d_F447_10,F447,10,Conversion disorder with mixed symptom presentation,Unknown,Diagnosis
d_L299_10,L299,10,"Pruritus, unspecified",Unknown,Diagnosis
d_H53462_10,H53462,10,"Homonymous bilateral field defects, left side",Unknown,Diagnosis
d_E11649_10,E11649,10,Type 2 diabetes mellitus with hypoglycemia without coma,Unknown,Diagnosis
d_H8110_10,H8110,10,"Benign paroxysmal vertigo, unspecified ear",Unknown,Diagnosis
d_R2240_10,R2240,10,"Localized swelling, mass and lump, unspecified lower limb",Unknown,Diagnosis
d_R509_10,R509,10,"Fever, unspecified",Unknown,Diagnosis
d_F05_10,F05,10,Delirium due to known physiological condition,Unknown,Diagnosis
d_C6290_10,C6290,10,"Malignant neoplasm of unspecified testis, unspecified whether descended or undescended",Unknown,Diagnosis
d_I493_10,I493,10,Ventricular premature depolarization,Unknown,Diagnosis
d_Z5111_10,Z5111,10,Encounter for antineoplastic chemotherapy,Unknown,Diagnosis
d_E781_10,E781,10,Pure hyperglyceridemia,Unknown,Diagnosis
d_M19012_10,M19012,10,"Primary osteoarthritis, left shoulder",Unknown,Diagnosis
d_T508X5A_10,T508X5A,10,"Adverse effect of diagnostic agents, initial encounter",Unknown,Diagnosis
d_Y92238_10,Y92238,10,Other place in hospital as the place of occurrence of the external cause,Unknown,Diagnosis
d_M160_10,M160,10,Bilateral primary osteoarthritis of hip,Unknown,Diagnosis
d_R7989_10,R7989,10,Other specified abnormal findings of blood chemistry,Unknown,Diagnosis
d_N141_10,N141,10,"Nephropathy induced by other drugs, medicaments and biological substances",Unknown,Diagnosis
d_L853_10,L853,10,Xerosis cutis,Unknown,Diagnosis
d_K289_10,K289,10,"Gastrojejunal ulcer, unspecified as acute or chronic, without hemorrhage or perforation",Unknown,Diagnosis
d_R5383_10,R5383,10,Other fatigue,Unknown,Diagnosis
d_K9589_10,K9589,10,Other complications of other bariatric procedure,Unknown,Diagnosis
d_K316_10,K316,10,Fistula of stomach and duodenum,Unknown,Diagnosis
d_M19011_10,M19011,10,"Primary osteoarthritis, right shoulder",Unknown,Diagnosis
d_F3340_10,F3340,10,"Major depressive disorder, recurrent, in remission, unspecified",Unknown,Diagnosis
d_T402X5A_10,T402X5A,10,"Adverse effect of other opioids, initial encounter",Unknown,Diagnosis
d_I69354_10,I69354,10,Hemiplegia and hemiparesis following cerebral infarction affecting left non-dominant side,Unknown,Diagnosis
d_R319_10,R319,10,"Hematuria, unspecified",Unknown,Diagnosis
d_M7071_10,M7071,10,"Other bursitis of hip, right hip",Unknown,Diagnosis
d_F0390_10,F0390,10,Unspecified dementia without behavioral disturbance,Unknown,Diagnosis
d_K635_10,K635,10,Polyp of colon,Unknown,Diagnosis
d_K625_10,K625,10,Hemorrhage of anus and rectum,Unknown,Diagnosis
d_K648_10,K648,10,Other hemorrhoids,Unknown,Diagnosis
d_R791_10,R791,10,Abnormal coagulation profile,Unknown,Diagnosis
d_M549_10,M549,10,"Dorsalgia, unspecified",Unknown,Diagnosis
d_K6389_10,K6389,10,Other specified diseases of intestine,Unknown,Diagnosis
d_M25519_10,M25519,10,Pain in unspecified shoulder,Unknown,Diagnosis
d_I481_10,I481,10,Persistent atrial fibrillation,Unknown,Diagnosis
d_G629_10,G629,10,"Polyneuropathy, unspecified",Unknown,Diagnosis
d_E0865_10,E0865,10,Diabetes mellitus due to underlying condition with hyperglycemia,Unknown,Diagnosis
d_G8194_10,G8194,10,"Hemiplegia, unspecified affecting left nondominant side",Unknown,Diagnosis
d_R600_10,R600,10,Localized edema,Unknown,Diagnosis
d_R1030_10,R1030,10,"Lower abdominal pain, unspecified",Unknown,Diagnosis
d_M1990_10,M1990,10,"Unspecified osteoarthritis, unspecified site",Unknown,Diagnosis
d_M719_10,M719,10,"Bursopathy, unspecified",Unknown,Diagnosis
d_G3184_10,G3184,10,"Mild cognitive impairment, so stated",Unknown,Diagnosis
d_I314_10,I314,10,Cardiac tamponade,Unknown,Diagnosis
d_I313_10,I313,10,Pericardial effusion (noninflammatory),Unknown,Diagnosis
d_M940_10,M940,10,Chondrocostal junction syndrome [Tietze],Unknown,Diagnosis
d_F1020_10,F1020,10,"Alcohol dependence, uncomplicated",Unknown,Diagnosis
d_A4189_10,A4189,10,Other specified sepsis,Unknown,Diagnosis
d_E46_10,E46,10,Unspecified protein-calorie malnutrition,Unknown,Diagnosis
d_K859_10,K859,10,"Acute pancreatitis, unspecified",Unknown,Diagnosis
d_K7010_10,K7010,10,Alcoholic hepatitis without ascites,Unknown,Diagnosis
d_E5112_10,E5112,10,Wet beriberi,Unknown,Diagnosis
d_R64_10,R64,10,Cachexia,Unknown,Diagnosis
d_K7460_10,K7460,10,Unspecified cirrhosis of liver,Unknown,Diagnosis
d_T8242XA_10,T8242XA,10,"Displacement of vascular dialysis catheter, initial encounter",Unknown,Diagnosis
d_Y828_10,Y828,10,Other medical devices associated with adverse incidents,Unknown,Diagnosis
d_E59_10,E59,10,Dietary selenium deficiency,Unknown,Diagnosis
d_I82401_10,I82401,10,Acute embolism and thrombosis of unspecified deep veins of right lower extremity,Unknown,Diagnosis
d_I5021_10,I5021,10,Acute systolic (congestive) heart failure,Unknown,Diagnosis
d_R34_10,R34,10,Anuria and oliguria,Unknown,Diagnosis
d_D124_10,D124,10,Benign neoplasm of descending colon,Unknown,Diagnosis
d_D61818_10,D61818,10,Other pancytopenia,Unknown,Diagnosis
d_K7030_10,K7030,10,Alcoholic cirrhosis of liver without ascites,Unknown,Diagnosis
d_J690_10,J690,10,Pneumonitis due to inhalation of food and vomit,Unknown,Diagnosis
d_J9691_10,J9691,10,"Respiratory failure, unspecified with hypoxia",Unknown,Diagnosis
d_Z681_10,Z681,10,"Body mass index (BMI) 19.9 or less, adult",Unknown,Diagnosis
d_K5730_10,K5730,10,Diverticulosis of large intestine without perforation or abscess without bleeding,Unknown,Diagnosis
d_E873_10,E873,10,Alkalosis,Unknown,Diagnosis
d_G9340_10,G9340,10,"Encephalopathy, unspecified",Unknown,Diagnosis
d_I5181_10,I5181,10,Takotsubo syndrome,Unknown,Diagnosis
d_R680_10,R680,10,"Hypothermia, not associated with low environmental temperature",Unknown,Diagnosis
d_E60_10,E60,10,Dietary zinc deficiency,Unknown,Diagnosis
d_2651_9,2651,9,Other and unspecified manifestations of thiamine deficiency,Unknown,Diagnosis
d_K921_10,K921,10,Melena,Unknown,Diagnosis
d_S0003XA_10,S0003XA,10,"Contusion of scalp, initial encounter",Unknown,Diagnosis
d_W108XXA_10,W108XXA,10,"Fall (on) (from) other stairs and steps, initial encounter",Unknown,Diagnosis
d_S20221A_10,S20221A,10,"Contusion of right back wall of thorax, initial encounter",Unknown,Diagnosis
d_S40022A_10,S40022A,10,"Contusion of left upper arm, initial encounter",Unknown,Diagnosis
d_S20222A_10,S20222A,10,"Contusion of left back wall of thorax, initial encounter",Unknown,Diagnosis
d_Z8711_10,Z8711,10,Personal history of peptic ulcer disease,Unknown,Diagnosis
d_S40021A_10,S40021A,10,"Contusion of right upper arm, initial encounter",Unknown,Diagnosis
d_S8012XA_10,S8012XA,10,"Contusion of left lower leg, initial encounter",Unknown,Diagnosis
d_K7040_10,K7040,10,Alcoholic hepatic failure without coma,Unknown,Diagnosis
d_S8011XA_10,S8011XA,10,"Contusion of right lower leg, initial encounter",Unknown,Diagnosis
d_F10251_10,F10251,10,Alcohol dependence with alcohol-induced psychotic disorder with hallucinations,Unknown,Diagnosis
d_Y92018_10,Y92018,10,Other place in single-family (private) house as the place of occurrence of the external cause,Unknown,Diagnosis
d_Z91128_10,Z91128,10,Patient's intentional underdosing of medication regimen for other reason,Unknown,Diagnosis
d_F1019_10,F1019,10,Alcohol abuse with unspecified alcohol-induced disorder,Unknown,Diagnosis
d_T473X6A_10,T473X6A,10,"Underdosing of saline and osmotic laxatives, initial encounter",Unknown,Diagnosis
d_D539_10,D539,10,"Nutritional anemia, unspecified",Unknown,Diagnosis
d_Z980_10,Z980,10,Intestinal bypass and anastomosis status,Unknown,Diagnosis
